longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,rooms_per_household,bedrooms_per_household,population_per_household,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-122.32,37.94,38.0,2751.0,522.0,1390.0,489.0,3.7277,165100.0,5.625766871165644,1.0674846625766872,2.8425357873210633,False,False,True,False
-122.32,37.94,46.0,1901.0,295.0,833.0,352.0,5.5196,210800.0,5.400568181818182,0.8380681818181818,2.366477272727273,False,False,True,False
-122.32,37.93,40.0,1141.0,213.0,434.0,196.0,3.9464,186900.0,5.821428571428571,1.086734693877551,2.2142857142857144,False,False,True,False
-122.33,37.95,42.0,1627.0,336.0,848.0,316.0,3.7708,144600.0,5.14873417721519,1.0632911392405062,2.6835443037974684,False,False,True,False
-122.33,37.94,45.0,1226.0,279.0,590.0,260.0,2.8833,140400.0,4.7153846153846155,1.073076923076923,2.269230769230769,False,False,True,False
-122.33,37.94,47.0,1882.0,361.0,797.0,342.0,3.5848,140800.0,5.502923976608187,1.0555555555555556,2.3304093567251463,False,False,True,False
-122.33,37.94,43.0,1876.0,389.0,807.0,377.0,3.1571,141600.0,4.976127320954907,1.0318302387267904,2.140583554376658,False,False,True,False
-122.33,37.94,42.0,1695.0,345.0,719.0,334.0,3.9417,139100.0,5.074850299401198,1.032934131736527,2.1526946107784433,False,False,True,False
-122.33,37.94,44.0,1769.0,332.0,828.0,309.0,4.0526,150800.0,5.724919093851133,1.0744336569579287,2.679611650485437,False,False,True,False
-122.34,37.95,45.0,1128.0,240.0,702.0,270.0,3.6719,134100.0,4.177777777777778,0.8888888888888888,2.6,False,False,True,False
-122.33,37.95,45.0,1585.0,329.0,981.0,373.0,3.0313,135800.0,4.249329758713137,0.8820375335120644,2.6300268096514747,False,False,True,False
-122.33,37.95,46.0,1543.0,339.0,777.0,322.0,4.0927,142600.0,4.791925465838509,1.0527950310559007,2.4130434782608696,False,False,True,False
-122.34,37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,135300.0,5.385852090032154,1.0192926045016077,2.5916398713826365,False,False,True,False
-122.34,37.95,44.0,1788.0,368.0,933.0,329.0,2.875,133400.0,5.434650455927052,1.1185410334346504,2.835866261398176,False,False,True,False
-122.34,37.95,39.0,1986.0,427.0,1041.0,385.0,3.2333,135100.0,5.158441558441559,1.1090909090909091,2.703896103896104,False,False,True,False
-122.34,37.95,38.0,1340.0,298.0,766.0,241.0,3.2833,111700.0,5.560165975103734,1.2365145228215768,3.1784232365145226,False,False,True,False
-122.35,37.95,45.0,2142.0,431.0,1318.0,431.0,3.0737,111600.0,4.96983758700696,1.0,3.0580046403712298,False,False,True,False
-122.35,37.95,42.0,1485.0,290.0,971.0,303.0,3.6094,114600.0,4.900990099009901,0.9570957095709571,3.2046204620462047,False,False,True,False
-122.36,37.95,38.0,1042.0,289.0,773.0,248.0,2.7714,104700.0,4.201612903225806,1.1653225806451613,3.1169354838709675,False,False,True,False
-122.34,37.94,47.0,2313.0,433.0,947.0,430.0,3.942,143300.0,5.379069767441861,1.0069767441860464,2.202325581395349,False,False,True,False
-122.34,37.94,44.0,1917.0,444.0,936.0,435.0,2.7391,140300.0,4.406896551724138,1.0206896551724138,2.1517241379310343,False,False,True,False
-122.34,37.94,31.0,1611.0,455.0,786.0,411.0,1.681,145500.0,3.9197080291970803,1.1070559610705597,1.9124087591240877,False,False,True,False
-122.34,37.94,42.0,2206.0,451.0,989.0,444.0,3.125,143900.0,4.968468468468468,1.0157657657657657,2.2274774774774775,False,False,True,False
-122.35,37.94,45.0,2112.0,493.0,1406.0,452.0,2.3456,105200.0,4.672566371681416,1.0907079646017699,3.1106194690265485,False,False,True,False
-122.35,37.94,34.0,1880.0,459.0,1358.0,422.0,1.6571,105200.0,4.454976303317536,1.0876777251184835,3.2180094786729856,False,False,True,False
-122.35,37.94,47.0,1275.0,275.0,844.0,273.0,2.8967,95600.0,4.670329670329671,1.0073260073260073,3.0915750915750917,False,False,True,False
-122.36,37.95,38.0,1066.0,248.0,729.0,286.0,1.5139,81700.0,3.727272727272727,0.8671328671328671,2.5489510489510487,False,False,True,False
-122.36,37.94,45.0,907.0,188.0,479.0,161.0,3.0862,79000.0,5.633540372670807,1.1677018633540373,2.9751552795031055,False,False,True,False
-122.36,37.94,27.0,844.0,249.0,583.0,265.0,0.9687,105800.0,3.1849056603773587,0.939622641509434,2.2,False,False,True,False
-122.36,37.94,26.0,1540.0,343.0,1007.0,338.0,1.3365,72900.0,4.556213017751479,1.014792899408284,2.9792899408284024,False,False,True,False
-122.36,37.94,41.0,2591.0,585.0,1638.0,462.0,1.822,79700.0,5.608225108225108,1.2662337662337662,3.5454545454545454,False,False,True,False
-122.37,37.94,49.0,969.0,229.0,599.0,195.0,1.3167,71600.0,4.969230769230769,1.1743589743589744,3.071794871794872,False,False,True,False
-122.35,37.93,19.0,1334.0,366.0,1048.0,316.0,1.7865,88000.0,4.2215189873417724,1.1582278481012658,3.3164556962025316,False,False,True,False
-122.35,37.93,28.0,1995.0,488.0,1182.0,439.0,2.3352,84300.0,4.544419134396355,1.111617312072893,2.69248291571754,False,False,True,False
-122.36,37.94,43.0,369.0,107.0,371.0,111.0,1.6,79400.0,3.324324324324324,0.963963963963964,3.3423423423423424,False,False,True,False
-122.36,37.93,17.0,1258.0,254.0,885.0,229.0,3.05,121600.0,5.493449781659389,1.1091703056768558,3.8646288209606987,False,False,True,False
-122.37,37.94,40.0,1064.0,266.0,912.0,239.0,1.0521,69100.0,4.451882845188284,1.112970711297071,3.8158995815899583,False,False,True,False
-122.37,37.93,45.0,3150.0,756.0,1798.0,749.0,1.75,37900.0,4.205607476635514,1.0093457943925233,2.4005340453938584,False,False,True,False
-122.38,37.91,18.0,3507.0,711.0,1224.0,676.0,5.0524,269800.0,5.187869822485207,1.051775147928994,1.8106508875739644,False,False,True,False
-122.42,37.93,47.0,3453.0,779.0,1353.0,728.0,4.016,274500.0,4.743131868131868,1.070054945054945,1.8585164835164836,False,False,True,False
-122.41,37.94,52.0,154.0,33.0,89.0,38.0,3.2875,275000.0,4.052631578947368,0.868421052631579,2.3421052631578947,False,False,True,False
-122.34,37.93,30.0,2515.0,481.0,1327.0,428.0,2.1287,95000.0,5.876168224299065,1.1238317757009346,3.100467289719626,False,False,True,False
-122.35,37.93,39.0,2002.0,416.0,1166.0,395.0,1.7257,91500.0,5.068354430379747,1.0531645569620254,2.9518987341772154,False,False,True,False
-122.36,37.93,44.0,1891.0,449.0,1047.0,432.0,1.7727,86100.0,4.377314814814815,1.0393518518518519,2.423611111111111,False,False,True,False
-122.36,37.93,42.0,1796.0,389.0,1107.0,372.0,1.9375,87000.0,4.827956989247312,1.0456989247311828,2.975806451612903,False,False,True,False
-122.37,37.93,37.0,709.0,190.0,644.0,174.0,0.8641,84200.0,4.074712643678161,1.0919540229885059,3.7011494252873565,False,False,True,False
-122.33,37.91,36.0,1954.0,513.0,1437.0,440.0,1.125,93800.0,4.4409090909090905,1.165909090909091,3.265909090909091,False,False,True,False
-122.35,37.92,36.0,921.0,200.0,585.0,236.0,1.9224,94000.0,3.902542372881356,0.847457627118644,2.4788135593220337,False,False,True,False
-122.36,37.92,52.0,215.0,41.0,126.0,43.0,1.3929,104200.0,5.0,0.9534883720930233,2.9302325581395348,False,False,True,False
-122.35,37.91,4.0,2851.0,798.0,1285.0,712.0,4.2895,186800.0,4.004213483146067,1.1207865168539326,1.8047752808988764,False,False,True,False
-122.33,37.93,34.0,2326.0,471.0,1356.0,441.0,2.3475,90300.0,5.27437641723356,1.0680272108843538,3.074829931972789,False,False,True,False
-122.33,37.93,27.0,2158.0,424.0,1220.0,442.0,3.0156,111500.0,4.882352941176471,0.9592760180995475,2.760180995475113,False,False,True,False
-122.34,37.93,32.0,2389.0,652.0,1672.0,584.0,1.4423,88300.0,4.090753424657534,1.1164383561643836,2.863013698630137,False,False,True,False
-122.34,37.93,45.0,2225.0,486.0,1304.0,459.0,2.64,112100.0,4.847494553376906,1.0588235294117647,2.840958605664488,False,False,True,False
-122.35,37.93,41.0,268.0,75.0,198.0,82.0,3.2222,156300.0,3.268292682926829,0.9146341463414634,2.4146341463414633,False,False,True,False
-122.32,37.92,29.0,2304.0,399.0,1377.0,454.0,5.0187,140600.0,5.07488986784141,0.8788546255506607,3.0330396475770924,False,False,True,False
-122.33,37.92,26.0,3887.0,779.0,2512.0,740.0,2.2301,122400.0,5.2527027027027025,1.0527027027027027,3.3945945945945946,False,False,True,False
-122.32,37.91,34.0,2669.0,647.0,1341.0,555.0,2.6399,119600.0,4.809009009009009,1.1657657657657658,2.4162162162162164,False,False,True,False
-122.31,37.91,39.0,2955.0,696.0,1417.0,682.0,2.7628,167800.0,4.332844574780059,1.0205278592375366,2.0777126099706744,False,False,True,False
-122.31,37.91,43.0,2549.0,511.0,1060.0,528.0,3.6417,178400.0,4.827651515151516,0.9678030303030303,2.007575757575758,False,False,True,False
-122.31,37.91,45.0,3924.0,834.0,1992.0,773.0,4.1146,177800.0,5.076326002587322,1.0789133247089262,2.5769728331177233,False,False,True,False
-122.31,37.93,39.0,2505.0,371.0,872.0,345.0,5.3433,286500.0,7.260869565217392,1.0753623188405796,2.527536231884058,False,False,True,False
-122.31,37.93,36.0,2403.0,408.0,917.0,404.0,5.0399,253400.0,5.948019801980198,1.00990099009901,2.26980198019802,False,False,True,False
-122.32,37.93,40.0,3056.0,489.0,1103.0,481.0,5.1067,247300.0,6.353430353430354,1.0166320166320166,2.2931392931392933,False,False,True,False
-122.32,37.94,47.0,1911.0,283.0,697.0,275.0,6.2712,267700.0,6.949090909090909,1.029090909090909,2.5345454545454547,False,False,True,False
-122.3,37.92,32.0,3943.0,605.0,1524.0,614.0,6.0677,321600.0,6.421824104234528,0.9853420195439739,2.482084690553746,False,False,True,False
-122.29,37.92,35.0,583.0,88.0,235.0,84.0,5.943,288200.0,6.940476190476191,1.0476190476190477,2.7976190476190474,False,False,True,False
-122.29,37.92,32.0,1736.0,234.0,602.0,231.0,6.516,401000.0,7.515151515151516,1.0129870129870129,2.606060606060606,False,False,True,False
-122.3,37.93,34.0,2254.0,357.0,715.0,306.0,4.5,304000.0,7.366013071895424,1.1666666666666667,2.3366013071895426,False,False,True,False
-122.31,37.93,36.0,1526.0,256.0,696.0,263.0,3.5089,261900.0,5.802281368821292,0.973384030418251,2.6463878326996197,False,False,True,False
-122.32,37.93,33.0,296.0,73.0,216.0,63.0,2.675,22500.0,4.698412698412699,1.1587301587301588,3.4285714285714284,False,False,True,False
-122.31,37.92,30.0,1014.0,236.0,537.0,204.0,2.8456,183300.0,4.970588235294118,1.1568627450980393,2.6323529411764706,False,False,True,False
-122.31,37.92,38.0,1250.0,236.0,631.0,279.0,3.724,220100.0,4.480286738351254,0.8458781362007168,2.261648745519713,False,False,True,False
-122.31,37.92,12.0,1895.0,600.0,983.0,519.0,2.5,195800.0,3.651252408477842,1.1560693641618498,1.8940269749518304,False,False,True,False
-122.32,37.92,22.0,1119.0,220.0,565.0,199.0,3.3594,186900.0,5.623115577889447,1.1055276381909547,2.8391959798994977,False,False,True,False
-122.31,37.92,43.0,2116.0,407.0,900.0,361.0,4.1587,212200.0,5.861495844875346,1.1274238227146813,2.4930747922437675,False,False,True,False
-122.3,37.92,33.0,1615.0,271.0,710.0,285.0,4.0804,239000.0,5.666666666666667,0.9508771929824561,2.491228070175439,False,False,True,False
-122.31,37.91,31.0,1432.0,348.0,681.0,348.0,2.7243,218100.0,4.114942528735632,1.0,1.956896551724138,False,False,True,False
-122.3,37.91,39.0,2686.0,569.0,1159.0,559.0,2.9441,200400.0,4.805008944543828,1.0178890876565294,2.073345259391771,False,False,True,False
-122.3,37.91,40.0,2866.0,617.0,1305.0,589.0,3.6321,209100.0,4.865874363327674,1.0475382003395586,2.2156196943972835,False,False,True,False
-122.3,37.9,37.0,2125.0,489.0,912.0,462.0,2.9219,217200.0,4.5995670995671,1.0584415584415585,1.974025974025974,False,False,True,False
-122.3,37.9,41.0,2053.0,435.0,873.0,415.0,3.4091,223000.0,4.946987951807229,1.0481927710843373,2.103614457831325,False,False,True,False
-122.3,37.9,35.0,1102.0,308.0,688.0,303.0,2.3946,141700.0,3.636963696369637,1.0165016501650166,2.2706270627062706,False,False,True,False
-122.3,37.9,30.0,1772.0,471.0,880.0,437.0,2.2672,162500.0,4.054919908466819,1.0778032036613272,2.013729977116705,False,False,True,False
-122.29,37.92,36.0,1450.0,235.0,568.0,234.0,6.0,311400.0,6.196581196581197,1.0042735042735043,2.427350427350427,False,False,True,False
-122.29,37.91,38.0,2591.0,424.0,905.0,378.0,5.1691,263200.0,6.854497354497354,1.1216931216931216,2.394179894179894,False,False,True,False
-122.29,37.91,46.0,2085.0,346.0,748.0,354.0,4.0536,262000.0,5.889830508474576,0.9774011299435028,2.1129943502824857,False,False,True,False
-122.29,37.91,40.0,2085.0,329.0,796.0,339.0,5.5357,273700.0,6.150442477876106,0.9705014749262537,2.3480825958702063,False,False,True,False
-122.29,37.9,52.0,2657.0,500.0,1131.0,489.0,4.4286,234900.0,5.433537832310838,1.0224948875255624,2.312883435582822,False,False,True,False
-122.28,37.91,38.0,2501.0,348.0,805.0,329.0,6.5576,358500.0,7.601823708206687,1.0577507598784195,2.4468085106382977,False,False,True,False
-122.28,37.9,49.0,3191.0,516.0,1148.0,507.0,6.3538,333700.0,6.29388560157791,1.017751479289941,2.2642998027613412,False,False,True,False
-122.28,37.9,52.0,1369.0,249.0,490.0,248.0,4.1212,287500.0,5.520161290322581,1.0040322580645162,1.9758064516129032,False,False,True,False
-122.28,37.91,41.0,3009.0,482.0,1053.0,490.0,5.828,324400.0,6.140816326530612,0.9836734693877551,2.1489795918367345,False,False,True,False
-122.27,37.91,47.0,1930.0,315.0,692.0,296.0,6.3669,315500.0,6.52027027027027,1.0641891891891893,2.3378378378378377,False,False,True,False
-122.28,37.91,48.0,2083.0,298.0,685.0,286.0,7.3089,331200.0,7.283216783216783,1.0419580419580419,2.395104895104895,False,False,True,False
-124.17,41.8,16.0,2739.0,480.0,1259.0,436.0,3.7557,109400.0,6.282110091743119,1.1009174311926606,2.8876146788990824,False,False,False,True
-124.3,41.8,19.0,2672.0,552.0,1298.0,478.0,1.9797,85800.0,5.589958158995816,1.1548117154811715,2.715481171548117,False,False,False,True
-124.23,41.75,11.0,3159.0,616.0,1343.0,479.0,2.4805,73200.0,6.5949895615866385,1.2860125260960333,2.8037578288100207,False,False,False,True
-124.21,41.77,17.0,3461.0,722.0,1947.0,647.0,2.5795,68400.0,5.349304482225657,1.1159196290571871,3.009273570324575,False,False,False,True
-124.19,41.78,15.0,3140.0,714.0,1645.0,640.0,1.6654,74600.0,4.90625,1.115625,2.5703125,False,False,False,True
-124.22,41.73,28.0,3003.0,699.0,1530.0,653.0,1.7038,78300.0,4.598774885145483,1.0704441041347625,2.343032159264931,False,False,False,True
-124.21,41.75,20.0,3810.0,787.0,1993.0,721.0,2.0074,66900.0,5.284327323162275,1.0915395284327323,2.764216366158114,False,False,False,True
-124.17,41.76,20.0,2673.0,538.0,1282.0,514.0,2.4605,105900.0,5.200389105058366,1.046692607003891,2.4941634241245136,False,False,False,True
-124.16,41.74,15.0,2715.0,569.0,1532.0,530.0,2.1829,69500.0,5.122641509433962,1.0735849056603775,2.890566037735849,False,False,False,True
-124.14,41.95,21.0,2696.0,578.0,1208.0,494.0,2.275,122400.0,5.4574898785425106,1.1700404858299596,2.445344129554656,False,False,False,True
-124.16,41.92,19.0,1668.0,324.0,841.0,283.0,2.1336,75000.0,5.893992932862191,1.1448763250883391,2.9717314487632507,False,False,False,True
-124.3,41.84,17.0,2677.0,531.0,1244.0,456.0,3.0313,103600.0,5.870614035087719,1.1644736842105263,2.7280701754385963,False,False,False,True
-123.91,41.68,22.0,1880.0,360.0,743.0,314.0,2.9688,152700.0,5.987261146496815,1.1464968152866242,2.3662420382165603,False,False,False,False
-123.83,41.88,18.0,1504.0,357.0,660.0,258.0,3.13,116700.0,5.829457364341085,1.3837209302325582,2.558139534883721,False,False,False,False
-123.92,41.54,22.0,2920.0,636.0,1382.0,499.0,2.0202,71100.0,5.851703406813627,1.2745490981963927,2.7695390781563125,False,False,False,True
-119.94,38.96,20.0,1451.0,386.0,467.0,255.0,1.5536,212500.0,5.690196078431373,1.5137254901960784,1.8313725490196078,True,False,False,False
-119.95,38.95,8.0,430.0,107.0,36.0,18.0,2.625,187500.0,23.88888888888889,5.944444444444445,2.0,True,False,False,False
-119.95,38.95,22.0,1058.0,352.0,851.0,269.0,2.02,87500.0,3.933085501858736,1.308550185873606,3.163568773234201,True,False,False,False
-119.95,38.95,21.0,2046.0,580.0,952.0,353.0,1.7245,92200.0,5.796033994334278,1.6430594900849858,2.696883852691218,True,False,False,False
-119.94,38.95,25.0,1789.0,536.0,1134.0,396.0,2.32,91300.0,4.517676767676767,1.3535353535353536,2.8636363636363638,True,False,False,False
-119.95,38.94,24.0,2180.0,517.0,755.0,223.0,2.5875,173400.0,9.77578475336323,2.318385650224215,3.3856502242152464,True,False,False,False
-119.93,38.94,27.0,1709.0,408.0,97.0,44.0,2.4917,200000.0,38.84090909090909,9.272727272727273,2.2045454545454546,True,False,False,False
-119.97,38.94,26.0,1485.0,334.0,406.0,180.0,1.9667,84600.0,8.25,1.8555555555555556,2.2555555555555555,True,False,False,False
-119.97,38.93,24.0,856.0,185.0,388.0,108.0,3.1806,107200.0,7.925925925925926,1.712962962962963,3.5925925925925926,True,False,False,False
-119.98,38.96,25.0,2443.0,444.0,868.0,342.0,3.5417,114800.0,7.143274853801169,1.2982456140350878,2.538011695906433,True,False,False,False
-119.96,38.94,19.0,1429.0,292.0,585.0,188.0,2.2589,131600.0,7.601063829787234,1.553191489361702,3.1117021276595747,True,False,False,False
-119.96,38.94,27.0,1492.0,393.0,717.0,254.0,1.8906,104200.0,5.874015748031496,1.547244094488189,2.822834645669291,True,False,False,False
-119.96,38.93,22.0,2731.0,632.0,1215.0,483.0,2.83,110500.0,5.654244306418219,1.308488612836439,2.515527950310559,True,False,False,False
-119.94,38.92,24.0,1258.0,216.0,235.0,96.0,4.6,136800.0,13.104166666666666,2.25,2.4479166666666665,True,False,False,False
-119.98,38.94,25.0,1339.0,328.0,503.0,219.0,1.9018,109700.0,6.114155251141552,1.4977168949771689,2.2968036529680367,True,False,False,False
-119.98,38.94,23.0,1564.0,298.0,339.0,147.0,4.0417,99300.0,10.639455782312925,2.0272108843537415,2.306122448979592,True,False,False,False
-119.99,38.94,24.0,1216.0,289.0,421.0,185.0,3.1625,103600.0,6.572972972972973,1.5621621621621622,2.2756756756756755,True,False,False,False
-119.99,38.94,22.0,3119.0,640.0,786.0,351.0,3.0806,118500.0,8.886039886039885,1.8233618233618234,2.2393162393162394,True,False,False,False
-119.99,38.93,23.0,1882.0,414.0,673.0,277.0,2.9091,141900.0,6.794223826714801,1.4945848375451263,2.4296028880866425,True,False,False,False
-119.98,38.93,28.0,1194.0,272.0,494.0,203.0,2.3281,85800.0,5.8817733990147785,1.3399014778325122,2.4334975369458127,True,False,False,False
-119.98,38.93,25.0,1262.0,293.0,534.0,226.0,2.6607,90400.0,5.584070796460177,1.2964601769911503,2.3628318584070795,True,False,False,False
-119.98,38.92,27.0,2682.0,606.0,1010.0,399.0,3.15,86900.0,6.7218045112781954,1.518796992481203,2.531328320802005,True,False,False,False
-119.98,38.92,28.0,1408.0,312.0,522.0,221.0,2.0708,89600.0,6.3710407239819,1.411764705882353,2.3619909502262444,True,False,False,False
-120.01,38.93,22.0,3080.0,610.0,1045.0,425.0,2.996,126100.0,7.247058823529412,1.4352941176470588,2.458823529411765,True,False,False,False
-120.0,38.92,17.0,1106.0,207.0,466.0,180.0,3.3295,126600.0,6.144444444444445,1.15,2.588888888888889,True,False,False,False
-120.0,38.92,26.0,529.0,116.0,191.0,83.0,3.5,103600.0,6.373493975903615,1.3975903614457832,2.3012048192771086,True,False,False,False
-120.01,38.92,23.0,964.0,246.0,485.0,198.0,1.7188,96100.0,4.8686868686868685,1.2424242424242424,2.4494949494949494,True,False,False,False
-120.01,38.92,25.0,1758.0,357.0,689.0,278.0,2.675,104200.0,6.323741007194244,1.2841726618705036,2.4784172661870505,True,False,False,False
-120.02,38.91,22.0,2138.0,493.0,829.0,330.0,2.2056,107200.0,6.4787878787878785,1.493939393939394,2.512121212121212,True,False,False,False
-120.02,38.92,24.0,1194.0,246.0,414.0,151.0,3.2396,101900.0,7.9072847682119205,1.6291390728476822,2.7417218543046356,True,False,False,False
-120.01,38.91,27.0,968.0,191.0,283.0,143.0,2.0938,94400.0,6.769230769230769,1.3356643356643356,1.979020979020979,True,False,False,False
-120.01,38.91,17.0,2732.0,609.0,1005.0,499.0,1.9851,86700.0,5.474949899799599,1.220440881763527,2.0140280561122244,True,False,False,False
-120.01,38.89,24.0,1669.0,422.0,589.0,281.0,3.0089,100800.0,5.93950177935943,1.501779359430605,2.096085409252669,True,False,False,False
-120.0,38.9,21.0,1653.0,419.0,737.0,308.0,1.9727,114100.0,5.366883116883117,1.3603896103896105,2.392857142857143,True,False,False,False
-119.99,38.88,17.0,2807.0,529.0,675.0,251.0,2.7457,107800.0,11.183266932270916,2.1075697211155378,2.689243027888446,True,False,False,False
-119.98,38.9,16.0,3109.0,572.0,885.0,334.0,3.5,134700.0,9.308383233532934,1.7125748502994012,2.6497005988023954,True,False,False,False
-119.92,38.91,15.0,3831.0,625.0,984.0,328.0,5.0718,162500.0,11.679878048780488,1.9054878048780488,3.0,True,False,False,False
-120.0,38.87,12.0,1437.0,268.0,395.0,144.0,4.225,127600.0,9.979166666666666,1.8611111111111112,2.7430555555555554,True,False,False,False
-119.96,38.84,17.0,2722.0,512.0,828.0,289.0,3.5714,109700.0,9.418685121107266,1.7716262975778547,2.865051903114187,True,False,False,False
-120.02,38.76,15.0,3142.0,618.0,725.0,285.0,4.3333,121400.0,11.024561403508772,2.168421052631579,2.543859649122807,True,False,False,False
-120.04,38.86,16.0,2708.0,481.0,712.0,261.0,3.7891,117700.0,10.375478927203066,1.842911877394636,2.7279693486590038,True,False,False,False
-120.03,38.89,15.0,3042.0,588.0,918.0,336.0,3.8333,118800.0,9.053571428571429,1.75,2.732142857142857,True,False,False,False
-120.02,38.86,19.0,2429.0,459.0,883.0,300.0,3.017,97600.0,8.096666666666666,1.53,2.9433333333333334,True,False,False,False
-120.13,39.06,22.0,2465.0,539.0,381.0,146.0,2.875,87500.0,16.883561643835616,3.691780821917808,2.6095890410958904,True,False,False,False
-120.16,39.04,18.0,2040.0,402.0,350.0,129.0,4.0313,126000.0,15.813953488372093,3.116279069767442,2.7131782945736433,True,False,False,False
-120.16,39.01,16.0,1463.0,264.0,54.0,26.0,4.975,206300.0,56.26923076923077,10.153846153846153,2.076923076923077,True,False,False,False
-120.06,39.01,19.0,2967.0,528.0,112.0,48.0,4.0714,437500.0,61.8125,11.0,2.3333333333333335,True,False,False,False
-120.1,38.91,33.0,1561.0,282.0,30.0,11.0,1.875,500001.0,141.9090909090909,25.636363636363637,2.727272727272727,True,False,False,False
-120.97,38.91,7.0,4341.0,716.0,1978.0,682.0,4.8311,172200.0,6.365102639296188,1.0498533724340176,2.900293255131965,True,False,False,False
-121.04,38.81,11.0,3522.0,623.0,1456.0,544.0,3.93,163400.0,6.474264705882353,1.1452205882352942,2.676470588235294,True,False,False,False
-120.72,38.94,10.0,1604.0,352.0,540.0,190.0,3.7625,113200.0,8.442105263157895,1.8526315789473684,2.8421052631578947,True,False,False,False
-120.88,38.91,15.0,3876.0,778.0,1960.0,691.0,2.902,127300.0,5.6092619392185235,1.125904486251809,2.8364688856729376,True,False,False,False
-120.92,38.86,11.0,1720.0,345.0,850.0,326.0,3.2027,128600.0,5.276073619631902,1.0582822085889572,2.607361963190184,True,False,False,False
-120.87,38.83,12.0,2180.0,423.0,1070.0,377.0,2.8562,128200.0,5.7824933687002655,1.1220159151193634,2.8381962864721486,True,False,False,False
-120.84,38.81,11.0,1280.0,286.0,609.0,248.0,3.1635,132600.0,5.161290322580645,1.153225806451613,2.4556451612903225,True,False,False,False
-120.81,38.89,17.0,1438.0,324.0,675.0,268.0,2.9444,119300.0,5.365671641791045,1.208955223880597,2.5186567164179103,True,False,False,False
-120.79,38.83,15.0,1374.0,291.0,709.0,239.0,1.7222,118500.0,5.7489539748953975,1.217573221757322,2.9665271966527196,True,False,False,False
-120.71,38.85,8.0,1877.0,479.0,884.0,323.0,3.4688,120100.0,5.811145510835913,1.4829721362229102,2.736842105263158,True,False,False,False
-120.5,38.87,10.0,81.0,41.0,55.0,16.0,4.9583,87500.0,5.0625,2.5625,3.4375,True,False,False,False
-120.3,38.9,11.0,1961.0,435.0,113.0,53.0,0.9227,95500.0,37.0,8.20754716981132,2.1320754716981134,True,False,False,False
-121.09,38.68,15.0,5218.0,711.0,1949.0,659.0,4.7083,213300.0,7.918057663125948,1.078907435508346,2.9575113808801214,True,False,False,False
-121.08,38.67,10.0,2499.0,331.0,1040.0,333.0,6.844,239600.0,7.504504504504505,0.993993993993994,3.123123123123123,True,False,False,False
-121.07,38.66,22.0,1831.0,274.0,813.0,269.0,4.6394,173400.0,6.806691449814126,1.0185873605947955,3.0223048327137545,True,False,False,False
-121.0,38.58,12.0,3425.0,549.0,1357.0,451.0,5.3344,217500.0,7.594235033259423,1.2172949002217295,3.008869179600887,True,False,False,False
-120.99,38.67,8.0,4913.0,744.0,2005.0,723.0,5.4413,187900.0,6.795297372060857,1.0290456431535269,2.773167358229599,True,False,False,False
-120.98,38.67,13.0,3432.0,516.0,1286.0,470.0,5.584,186600.0,7.302127659574468,1.097872340425532,2.7361702127659573,True,False,False,False
-120.98,38.66,9.0,2073.0,404.0,916.0,373.0,3.225,163300.0,5.557640750670242,1.0831099195710456,2.455764075067024,True,False,False,False
-120.98,38.68,5.0,4810.0,909.0,2242.0,900.0,3.2964,176900.0,5.344444444444444,1.01,2.491111111111111,True,False,False,False
-120.95,38.69,10.0,3421.0,563.0,1689.0,545.0,5.2032,217100.0,6.277064220183486,1.0330275229357797,3.0990825688073396,True,False,False,False
-120.96,38.66,11.0,2339.0,436.0,1062.0,380.0,3.9036,180800.0,6.155263157894737,1.1473684210526316,2.794736842105263,True,False,False,False
-120.97,38.65,9.0,3707.0,602.0,1601.0,555.0,4.0714,300600.0,6.679279279279279,1.0846846846846847,2.8846846846846845,True,False,False,False
-120.93,38.65,12.0,2213.0,384.0,1097.0,351.0,4.5568,170100.0,6.304843304843305,1.0940170940170941,3.1253561253561255,True,False,False,False
-120.91,38.62,12.0,4545.0,748.0,2033.0,718.0,4.1843,207600.0,6.33008356545961,1.041782729805014,2.831476323119777,True,False,False,False
-120.95,38.79,12.0,3247.0,579.0,1459.0,517.0,4.3981,202800.0,6.28046421663443,1.1199226305609284,2.8220502901353965,True,False,False,False
-120.93,38.77,9.0,2229.0,355.0,788.0,341.0,5.5111,196300.0,6.536656891495602,1.0410557184750733,2.310850439882698,True,False,False,False
-120.91,38.73,11.0,5460.0,859.0,2645.0,838.0,4.835,230600.0,6.515513126491647,1.0250596658711217,3.156324582338902,True,False,False,False
-120.87,38.71,13.0,2692.0,470.0,1302.0,420.0,4.0,167400.0,6.40952380952381,1.119047619047619,3.1,True,False,False,False
-120.84,38.77,11.0,1013.0,188.0,410.0,158.0,4.825,184600.0,6.4113924050632916,1.1898734177215189,2.5949367088607596,True,False,False,False
-120.86,38.75,15.0,1533.0,300.0,674.0,287.0,2.5625,146100.0,5.341463414634147,1.0452961672473868,2.3484320557491287,True,False,False,False
-120.83,38.74,17.0,3685.0,775.0,1714.0,734.0,2.2269,128300.0,5.020435967302452,1.055858310626703,2.335149863760218,True,False,False,False
